순번,금융 상품명,전처리 대출 한도,대출 한도,전처리 이자율,이자율 ,전처리 최대 상환 기간,최대 상환 기간,상환 방법,대출종류명,대상,금융회사 명,지역,전처리 된 연령 시작,전처리 된 연령 끝,연령 제한,수급자여부,전처리 소득 시작 조건,전처리 소득 끝 조건,전처리 신용점수 시작,전처리 신용점수 이하,대출 조건,신청 방법,보증료율,연락처,상품 기간
79,국민행복기금 소액대출,2000,2000,4,3.0~4.0,5,5,원리금균등분할상환,생계,채무조정 성실상환자,국민행복기금,전국,0,99,없음,1,0,999999,0,1000,없음,한국자산관리공사 지역본부 및 국민행복기금 홈페이지 신청,7~10%,"국민행복기금 콜센터 1588-3570, 서민금융콜센터 (국번없이)1397",상시
80,안전망 대출Ⅱ,2000,2000,19,17.0~19.0,5,"3, 5",원리금균등분할상환,저금리전환,"근로자, 사업자, 연금소득자 등",국민행복기금,전국,0,99,없음,1,0,3500,0,1000,"연 3,500만원 이하 (개인신용평점 하위 20%에 해당하는자는 연 4,500만원 이하)","①1397 사전상담, ②서민금융진흥원 앱을 통해 대출가능 여부 실시간 조회 ③ 서민금융통합지원센터 방문 및 은행 지점 방문 (전북, 광주, 수협, 제주, SC제일은행)",-,"서민금융콜센터 (국번없이)1397, 각 협약은행 콜센터",*사전상담기간: 21.6.28. ~ 21.7.6.*22년 말까지 운영(추후 수요 등을 감안하여 공급액 조정될 수 있음)
81,생활안정자금 융자(혼례비),1250,1250,1.5,1.5,4,"3, 4",원금균등분할상환,생계,근로자,근로복지공단,전국,0,99,없음,1,0,3360,0,1000,월평균 소득 280만원 이하 (비정규직 근로자 예외),- 방문 : 사업장 관할 각 지역본부 및 지사※ 만 19세 미만 미성년자는 법정대리인이나 후견인(부모 한명도 가능)과 같이 방문접수- 인터넷 : 근로복지서비스(http://welfare.kcomwel.or.kr [바로가기])에 서비스신청 메뉴에서 공인인증서 로그인 후 신청,-,"근로복지공단 1588-0075, 고용노동부 고객상담센터 1350",2022년 1월 1일~사업마감일
82,생활안정자금 융자(자녀학자금),1000,1000,1.5,1.5,4,"3, 4",원금균등분할상환,학자금,근로자,근로복지공단,전국,0,99,없음,1,0,3360,0,1000,월평균 소득 280만원 이하 (비정규직 근로자 예외),- 방문 : 사업장 관할 각 지역본부 및 지사※ 만 19세 미만 미성년자는 법정대리인이나 후견인(부모 한명도 가능)과 같이 방문접수- 인터넷 : 근로복지서비스(http://welfare.kcomwel.or.kr [바로가기])에 서비스신청 메뉴에서 공인인증서 로그인 후 신청,-,"근로복지공단 1588-0075, 고용노동부 고객상담센터 1350",2022년 1월 1일~사업마감일
83,생활안정자금 융자(의료비),1000,1000,1.5,1.5,4,"3, 4",원금균등분할상환,생계,근로자,근로복지공단,전국,0,99,없음,1,0,3360,0,1000,월평균 소득 280만원 이하 (비정규직 근로자 예외),- 방문 : 사업장 관할 각 지역본부 및 지사※ 만 19세 미만 미성년자는 법정대리인이나 후견인(부모 한명도 가능)과 같이 방문접수- 인터넷 : 근로복지서비스(http://welfare.kcomwel.or.kr [바로가기])에 서비스신청 메뉴에서 공인인증서 로그인 후 신청,-,"근로복지공단 1588-0075, 고용노동부 고객상담센터 1350",2022년 1월 1일~사업마감일
84,생활안정자금 융자(부모요양비),1000,1000,1.5,1.5,4,"3, 4",원금균등분할상환,생계,근로자,근로복지공단,전국,0,99,없음,1,0,3360,0,1000,월평균 소득 280만원 이하 (비정규직 근로자 예외),- 방문 : 사업장 관할 각 지역본부 및 지사※ 만 19세 미만 미성년자는 법정대리인이나 후견인(부모 한명도 가능)과 같이 방문접수- 인터넷 : 근로복지서비스(http://welfare.kcomwel.or.kr [바로가기])에 서비스신청 메뉴에서 공인인증서 로그인 후 신청,-,"근로복지공단 1588-0075, 고용노동부 고객상담센터 1350",2022년 1월 1일~사업마감일
85,생활안정자금 융자(장례비),1000,1000,1.5,1.5,4,"3, 4",원금균등분할상환,생계,근로자,근로복지공단,전국,0,99,없음,1,0,3360,0,1000,월평균 소득 280만원 이하 (비정규직 근로자 예외),- 방문 : 사업장 관할 각 지역본부 및 지사※ 만 19세 미만 미성년자는 법정대리인이나 후견인(부모 한명도 가능)과 같이 방문접수- 인터넷 : 근로복지서비스(http://welfare.kcomwel.or.kr [바로가기])에 서비스신청 메뉴에서 공인인증서 로그인 후 신청,-,"근로복지공단 1588-0075, 고용노동부 고객상담센터 1350",2022년 1월 1일~사업마감일
86,생활안정자금 융자(임금감소생계비),1000,1000,1.5,1.5,4,"3, 4",원금균등분할상환,생계,근로자,근로복지공단,전국,0,99,없음,1,0,1163,0,1000,3개월간의 월평균소득이 중위소득의 3분의2에 해당하는 금액의 70%이하,- 방문 : 사업장 관할 각 지역본부 및 지사※ 만 19세 미만 미성년자는 법정대리인이나 후견인(부모 한명도 가능)과 같이 방문접수- 인터넷 : 근로복지서비스(http://welfare.kcomwel.or.kr [바로가기])에 서비스신청 메뉴에서 공인인증서 로그인 후 신청,-,"근로복지공단 1588-0075, 고용노동부 고객상담센터 1350",2022년 1월 1일~사업마감일
87,생활안정자금 융자(소액생계비),200,200,1.5,1.5,1,1,원금균등분할상환,생계,근로자,근로복지공단,전국,0,99,없음,1,0,1163,0,1000,소득이 감소한 융자신청 대상 월 소득이 중위소득의 3분의 2에 해당하는 금액의 70% 이하,- 방문 : 사업장 관할 각 지역본부 및 지사※ 만 19세 미만 미성년자는 법정대리인이나 후견인(부모 한명도 가능)과 같이 방문접수- 인터넷 : 근로복지서비스(http://welfare.kcomwel.or.kr [바로가기])에 서비스신청 메뉴에서 공인인증서 로그인 후 신청,-,"근로복지공단 1588-0075, 고용노동부 고객상담센터 1350",2022년 1월 1일~사업마감일
88,직업훈련생계비 융자(직업훈련생계비),1000,1000,1,1,5,"3, 4, 5",원금균등분할상환,생계,근로자,근로복지공단,전국,0,99,없음,1,0,3454,0,1000,전년도 가구원 합산 월소득이 가구별 기준 중위소득 이하일 것,- 인터넷 : 근로복지서비스(http://welfare.kcomwel.or.kr) 서비스신청 메뉴에서 공인인증서 로그인 후 신청 (회원가입 필요)※ 인터넷 신청시 공인인증서 필요- 방문접수 : 근로복지공단 전국지사※ 팩스접수는 불가능,-,"근로복지공단 1588-0075, 고용노동부 고객상담센터 1350",2021년 1월 22일~사업마감일
89,산재근로자 생활안정자금 융자(의료비),1000,1000,1.25,1.25,2,"4, 3, 2",균등분할상환,생계,근로자,근로복지공단,전국,0,99,없음,1,0,3400,0,1000,3인가구 기준 중위소득 이하,- 신청인의 주소지 또는 요양기관 관할 각 지역본부(지사)- 인터넷 : 근로복지서비스(http://welfare.kcomwel.or.kr)에 서비스신청 메뉴에서 공인인증서 로그인 후 신청,-,"근로복지공단 1588-0075, 고용노동부 고객상담센터 1350",2022년 1월7일~2022년 12월16일
90,산재근로자 생활안정자금 융자(혼례비),1000,1000,1.25,1.25,2,"4, 3, 2",균등분할상환,생계,근로자,근로복지공단,전국,0,99,없음,1,0,3400,0,1000,3인가구 기준 중위소득 이하,- 신청인의 주소지 또는 요양기관 관할 각 지역본부(지사)- 인터넷 : 근로복지서비스(http://welfare.kcomwel.or.kr)에 서비스신청 메뉴에서 공인인증서 로그인 후 신청,-,"근로복지공단 1588-0075, 고용노동부 고객상담센터 1350",2022년 1월7일~2022년 12월16일
91,산재근로자 생활안정자금 융자(장례비),1000,1000,1.25,1.25,2,"4, 3, 2",균등분할상환,생계,근로자,근로복지공단,전국,0,99,없음,1,0,3400,0,1000,3인가구 기준 중위소득 이하,- 신청인의 주소지 또는 요양기관 관할 각 지역본부(지사)- 인터넷 : 근로복지서비스(http://welfare.kcomwel.or.kr)에 서비스신청 메뉴에서 공인인증서 로그인 후 신청,-,"근로복지공단 1588-0075, 고용노동부 고객상담센터 1350",2022년 1월7일~2022년 12월16일
92,산재근로자 생활안정자금 융자(차량구입비),1500,1500,1.25,1.25,2,"4, 3, 2",균등분할상환,생계,근로자,근로복지공단,전국,0,99,없음,1,0,3400,0,1000,3인가구 기준 중위소득 이하,- 신청인의 주소지 또는 요양기관 관할 각 지역본부(지사)- 인터넷 : 근로복지서비스(http://welfare.kcomwel.or.kr)에 서비스신청 메뉴에서 공인인증서 로그인 후 신청,-,"근로복지공단 1588-0075, 고용노동부 고객상담센터 1350",2022년 1월7일~2022년 12월16일
93,산재근로자 생활안정자금 융자(사업자금),1500,1500,1.25,1.25,2,"4, 3, 2",균등분할상환,생계,근로자,근로복지공단,전국,0,99,없음,1,0,3400,0,1000,3인가구 기준 중위소득 이하,- 신청인의 주소지 또는 요양기관 관할 각 지역본부(지사)- 인터넷 : 근로복지서비스(http://welfare.kcomwel.or.kr)에 서비스신청 메뉴에서 공인인증서 로그인 후 신청,-,"근로복지공단 1588-0075, 고용노동부 고객상담센터 1350",2022년 1월7일~2022년 12월16일
94,산재근로자 생활안정자금 융자(취업안정자금),1000,1000,1.25,1.25,2,"4, 3, 2",균등분할상환,생계,근로자,근로복지공단,전국,0,99,없음,1,0,3400,0,1000,3인가구 기준 중위소득 이하,- 신청인의 주소지 또는 요양기관 관할 각 지역본부(지사)- 인터넷 : 근로복지서비스(http://welfare.kcomwel.or.kr)에 서비스신청 메뉴에서 공인인증서 로그인 후 신청,-,"근로복지공단 1588-0075, 고용노동부 고객상담센터 1350",2022년 1월7일~2022년 12월16일
95,대전광역시 중소기업 경영안정자금 우대보증,20000,20000,2,"협약은행간 약정금리 (대전광역시에서 대출이자 중, 2% 지원)",0,-,-,운영·시설,"사업자, 소상공인",대전신용보증재단,대전,0,99,없음,1,0,999999,0,1000,,기관 문의,-,대전신용보증재단 042-380-3800,기관 문의
96,부산 영세사업자 특별금융지원(모두론) 협약보증,5000,5000,2.2,약 2~3%이차보전 0.8%,0,-,1년 일시상환(4년 연장가능),운전자금,"사업자, 소상공인",부산신용보증재단,부산,0,99,없음,1,0,999999,0,1000,없음,사업장 소재 부산신용보증재단 각 지점 방문,-,부산신용보증재단본점 051-860-6600부산진지점 : 051-860-6880동부산지점 : 051-860-6750북부산지점 : 051-860-6700중부산지점 : 051-860-6800서부산지점 : 051-860-6730남부산지점 : 051-860-6780금정지점 : 051-860-6687,"시행일 20.6.30로부터 3년간, 또는 한도 소진 시까지"
97,근로자햇살론 생계자금,2000,2000,11.5,~11.5,5,"3,5",원금균등분할상환,생계,근로자,서민금융진흥원,전국,0,99,없음,1,0,3500,0,1000,"연 3,500만원 이하(개인신용평점 하위 20% 이하에 해당하는 자는 연 4,500만원 이하)","상호금융, 저축은행 및 보험사에서 신청 가능(지점, 모바일앱 가능)",-,"농협 1588-2100, 신협 1644-6000/1566-6000, 수협 1588-1515/1644-1515, 새마을금고 1599-9000/1588-8801, 산림조합 1544-4200, 저축은행중앙회 02-397-8600, 삼성생명 1577-7272, 서민금융콜센터 (국번없이)1397",상시
98,햇살론유스,1200,1200,3.5,3.5,7,7,원금균등분할상환,생계,"근로자, 대학생·청년",서민금융진흥원,전국,0,34,만 34세 이하,1,0,3500,0,1000,"연 3,500만원 이하",서금원 App을 통해 보증 신청 (센터 방문 예약 필수)※ 기존 햇살론 youth 이용자 중 신청정보 변동 없는 경우 추가신청시 비대면 심사 진행,-,"- 서민금융콜센터 (국번없이)1397- 기업은행 1566-3566, 신한은행 1599-8000, 전북은행 1588-4477",상시
99,햇살론뱅크,2500,2500,3.5,은행별 상이,5,"3 ,5",원리금균등분할상환,생계,"근로자, 사업자, 연금소득자 등",서민금융진흥원,전국,19,99,민법상 성년(만19세이상),1,0,3500,0,1000,"연 3,500만원 이하(개인신용평점 하위 20% 이하에 해당하는 자는 연 4,500만원 이하)","협약은행 창구(또는 App)을 통한 신청○ BNK경남은행, 광주은행, KB국민은행, IBK기업은행, NH농협은행, DGB대구은행, BNK부산은행, SH수협은행, 우리은행, 전북은행, 제주은행, 하나은행, 신한은행",-,"○ (대출문의) 협약은행 콜센터BNK경남(1600-8585), 광주(1600-4000), KB국민(1588-9999), IBK기업(1588-2588), NH농협(1661-3000), DGB대구(1566-5050), BNK부산(1588-6200), SH수협(1588-1515), 우리(1588-5000), 전북(1588-4477), 제주(1588-0079), 하나(1588-1111), 신한(1577-8000)□ (보증문의) 1397 서민금융진흥원 콜센터",상시
100,햇살론카드,200,보증한도(월 최대 200),0,-,5,5,매월 이용대금 납부,생계,"근로자, 사업자, 연금소득자 등",서민금융진흥원,전국,19,99,민법상 성년(만19세이상),1,600,999999,0,1000,가처분소득 연 600만원 이상,"(보증신청) 서민금융진흥원 App (카드신청) 협약 카드사(롯데, 우리, 현대, 국민, 삼성, 신한, 하나카드) 신청채널",-,"□ (카드문의) 협약카드사 콜센터 롯데카드 1588-8100, 우리카드 1588-9955, 현대카드 1577-6000, 국민카드 1588-1688,삼성카드 1588-8700, 신한카드 1544-7000,하나카드 1800-1111□ (보증문의) 1397 서민금융진흥원 콜센터",상시
101,미소금융 창업자금_임차보증금대출,7000,7000,4.5,4.5,5,5,원(리)금균등분할상환,창업,"사업자, 금융취약계층",서민금융진흥원,전국,20,99,미성년자 제외,1,0,999999,0,1000,상환능력 심사를 위한 소득증빙 필요,미소금융 전국 지점 방문,9% (지연배상금률),- 서민금융콜센터 (국번없이)1397- www.kinfa.or.kr (서금원 홈페이지 &amp;gt; 상담지원 &amp;gt; 서민금융통합지원센터 &amp;gt; 전국센터찾기 &amp;gt; 미소지점),상시
102,미소금융 창업자금_생계형차량 구입자금,2000,2000,4.5,4.5,5,5,원(리)금균등분할상환,창업,"사업자, 금융취약계층",서민금융진흥원,전국,20,99,미성년자 제외,1,0,999999,0,1000,상환능력 심사를 위한 소득증빙 필요,미소금융 전국 지점 방문,9% (지연배상금률),- 서민금융콜센터 (국번없이)1397- www.kinfa.or.kr (서금원 홈페이지 > 상담지원 > 서민금융통합지원센터 > 전국센터찾기 > 미소지점),상시
103,미소금융 창업자금_창업초기 운영자금,2000,2000,4.5,4.5,5,5,원(리)금균등분할상환,창업,"사업자, 금융취약계층",서민금융진흥원,전국,20,99,미성년자 제외,1,0,999999,0,1000,상환능력 심사를 위한 소득증빙 필요,미소금융 전국 지점 방문,9% (지연배상금률),- 서민금융콜센터 (국번없이)1397- www.kinfa.or.kr (서금원 홈페이지 > 상담지원 > 서민금융통합지원센터 > 전국센터찾기 > 미소지점),상시
104,미소금융 창업자금_창업초기 시설자금,2000,2000,4.5,4.5,5,5,원(리)금균등분할상환,창업,"사업자, 금융취약계층",서민금융진흥원,전국,20,99,미성년자 제외,1,0,999999,0,1000,상환능력 심사를 위한 소득증빙 필요,미소금융 전국 지점 방문,9% (지연배상금률),- 서민금융콜센터 (국번없이)1397- www.kinfa.or.kr (서금원 홈페이지 > 상담지원 > 서민금융통합지원센터 > 전국센터찾기 > 미소지점),상시
105,미소금융 운영자금,2000,2000,4.5,4.5,5,5,원(리)금균등분할상환,운영·시설,"사업자, 금융취약계층",서민금융진흥원,전국,20,99,미성년자 제외,1,0,999999,0,1000,상환능력 심사를 위한 소득증빙 필요,미소금융 전국 지점 방문,9% (지연배상금률),- 서민금융콜센터 (국번없이)1397- www.kinfa.or.kr (서금원 홈페이지 > 상담지원 > 서민금융통합지원센터 > 전국센터찾기 > 미소지점),상시
